instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,range,range_temp
304,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,0-5,0-0.34
305,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,0-5,0-0.34
306,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,0-5,0-0.34
307,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,6-11,0-0.34
308,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,6-11,0-0.34
309,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,6-11,0-0.34
310,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,6-11,0-0.34
311,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,6-11,0-0.34
312,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,6-11,0-0.34
313,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,12-17,0-0.34
315,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,12-17,0-0.34
316,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,12-17,0-0.34
317,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,12-17,0-0.34
318,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,12-17,0-0.34
319,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,18-23,0-0.34
320,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,18-23,0-0.34
321,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,18-23,0-0.34
322,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,18-23,0-0.34
323,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,18-23,0-0.34
324,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,18-23,0-0.34
325,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,0-5,0-0.34
326,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,0-5,0-0.34
327,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,0-5,0-0.34
328,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,0-5,0-0.34
329,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,0-5,0-0.34
330,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,0-5,0-0.34
331,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,6-11,0-0.34
332,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,6-11,0-0.34
333,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,6-11,0-0.34
334,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,6-11,0-0.34
335,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,6-11,0-0.34
336,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,6-11,0-0.34
337,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,12-17,0-0.34
338,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,12-17,0-0.34
339,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,12-17,0-0.34
340,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,12-17,0-0.34
341,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,12-17,0.34-0.50
342,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,12-17,0-0.34
343,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,18-23,0-0.34
344,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,18-23,0-0.34
345,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,18-23,0-0.34
346,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,18-23,0-0.34
347,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,18-23,0-0.34
348,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,18-23,0-0.34
349,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,0-5,0-0.34
350,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,0-5,0-0.34
351,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,0-5,0-0.34
352,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,0-5,0-0.34
353,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,0-5,0-0.34
354,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,0-5,0-0.34
355,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,6-11,0-0.34
356,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,6-11,0-0.34
357,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,6-11,0-0.34
358,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,6-11,0-0.34
359,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,6-11,0-0.34
360,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,6-11,0-0.34
361,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,12-17,0-0.34
362,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,12-17,0-0.34
363,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,12-17,0-0.34
364,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,12-17,0-0.34
365,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,12-17,0-0.34
366,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,12-17,0-0.34
367,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,18-23,0-0.34
368,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,18-23,0-0.34
369,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,18-23,0-0.34
370,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,18-23,0-0.34
371,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,18-23,0-0.34
372,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,18-23,0-0.34
373,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,0-5,0-0.34
374,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,0-5,0-0.34
375,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,0-5,0-0.34
376,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,0-5,0-0.34
377,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,0-5,0-0.34
378,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,0-5,0-0.34
379,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,6-11,0-0.34
380,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,6-11,0-0.34
381,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,6-11,0-0.34
382,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,6-11,0-0.34
383,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,6-11,0-0.34
384,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,6-11,0-0.34
385,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,12-17,0-0.34
386,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,12-17,0-0.34
387,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,12-17,0-0.34
388,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,12-17,0-0.34
389,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,12-17,0-0.34
390,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,12-17,0-0.34
391,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,18-23,0-0.34
392,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,18-23,0-0.34
393,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,18-23,0-0.34
394,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,18-23,0-0.34
395,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,18-23,0-0.34
396,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,18-23,0-0.34
397,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,12-17,0-0.34
398,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,12-17,0-0.34
399,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,12-17,0-0.34
400,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,12-17,0-0.34
401,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,12-17,0-0.34
402,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,12-17,0-0.34
403,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,18-23,0-0.34
404,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,18-23,0-0.34
405,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,18-23,0-0.34
406,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,18-23,0-0.34
407,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,18-23,0-0.34
408,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,18-23,0-0.34
409,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,0-5,0-0.34
410,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,0-5,0-0.34
411,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,0-5,0-0.34
412,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,0-5,0-0.34
413,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,0-5,0-0.34
414,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,6-11,0-0.34
415,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,6-11,0-0.34
416,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,6-11,0-0.34
417,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,6-11,0-0.34
418,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,6-11,0-0.34
419,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,6-11,0-0.34
420,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,12-17,0-0.34
421,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,12-17,0.34-0.50
422,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,12-17,0.34-0.50
423,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,12-17,0.34-0.50
425,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,12-17,0.34-0.50
426,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,18-23,0.34-0.50
428,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,18-23,0-0.34
430,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,18-23,0-0.34
433,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,0-5,0-0.34
434,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,0-5,0-0.34
435,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0-5,0-0.34
436,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0-5,0-0.34
437,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,0-5,0-0.34
438,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,6-11,0-0.34
439,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,6-11,0-0.34
440,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,6-11,0-0.34
441,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,6-11,0-0.34
442,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,6-11,0-0.34
443,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,6-11,0-0.34
444,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,12-17,0-0.34
445,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,12-17,0-0.34
446,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,12-17,0-0.34
447,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,12-17,0-0.34
448,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,12-17,0-0.34
449,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,12-17,0-0.34
450,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,18-23,0-0.34
451,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,18-23,0-0.34
452,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,18-23,0-0.34
453,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,18-23,0-0.34
454,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,18-23,0-0.34
455,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,18-23,0-0.34
456,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,0-5,0-0.34
457,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,0-5,0-0.34
458,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,0-5,0-0.34
459,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,0-5,0-0.34
460,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,0-5,0-0.34
462,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,6-11,0-0.34
463,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,6-11,0-0.34
464,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,6-11,0-0.34
465,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,6-11,0-0.34
472,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,12-17,0-0.34
473,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,12-17,0-0.34
474,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,18-23,0-0.34
475,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,18-23,0-0.34
477,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,18-23,0-0.34
479,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,18-23,0-0.34
480,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,0-5,0-0.34
482,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,0-5,0-0.34
483,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,0-5,0-0.34
484,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,0-5,0-0.34
485,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,6-11,0-0.34
486,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,6-11,0-0.34
487,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,6-11,0-0.34
488,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,6-11,0-0.34
489,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,6-11,0-0.34
490,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,6-11,0-0.34
491,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,12-17,0-0.34
492,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,12-17,0-0.34
493,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,12-17,0-0.34
494,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,12-17,0-0.34
495,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,12-17,0-0.34
496,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67,12-17,0-0.34
497,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,18-23,0-0.34
498,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,18-23,0-0.34
499,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,18-23,0-0.34
500,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,18-23,0-0.34
501,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30,18-23,0-0.34
502,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,18-23,0-0.34
503,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,0-5,0-0.34
504,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,0-5,0-0.34
505,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,0-5,0-0.34
506,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,0-5,0-0.34
507,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,0-5,0-0.34
508,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,6-11,0-0.34
509,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,6-11,0-0.34
510,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,6-11,0-0.34
511,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,6-11,0-0.34
513,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,6-11,0-0.34
516,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,12-17,0-0.34
517,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,12-17,0-0.34
518,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,12-17,0-0.34
520,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,18-23,0-0.34
521,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,18-23,0-0.34
522,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,18-23,0-0.34
523,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,18-23,0-0.34
524,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,18-23,0-0.34
525,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,18-23,0-0.34
526,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,0-5,0-0.34
527,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,0-5,0-0.34
528,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,0-5,0-0.34
529,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,0-5,0-0.34
530,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,0-5,0-0.34
531,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,6-11,0-0.34
532,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84,6-11,0-0.34
533,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177,6-11,0-0.34
534,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102,6-11,0-0.34
535,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40,6-11,0-0.34
536,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,6-11,0-0.34
537,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,12-17,0-0.34
538,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,12-17,0-0.34
539,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,12-17,0-0.34
540,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57,12-17,0-0.34
541,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70,12-17,0-0.34
542,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184,12-17,0-0.34
543,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153,18-23,0-0.34
544,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,18-23,0-0.34
545,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81,18-23,0-0.34
546,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59,18-23,0-0.34
547,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35,18-23,0-0.34
548,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24,18-23,0-0.34
549,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,0-5,0-0.34
550,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5,0-5,0-0.34
551,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2,0-5,0-0.34
552,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1,0-5,0-0.34
553,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9,0-5,0-0.34
554,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36,6-11,0-0.34
555,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108,6-11,0-0.34
556,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238,6-11,0-0.34
557,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144,6-11,0-0.34
558,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55,6-11,0-0.34
559,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61,6-11,0-0.34
560,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106,12-17,0-0.34
561,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93,12-17,0-0.34
562,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68,12-17,0-0.34
563,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84,12-17,0-0.34
564,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116,12-17,0-0.34
565,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222,12-17,0-0.34
566,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225,18-23,0-0.34
567,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146,18-23,0-0.34
568,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119,18-23,0-0.34
569,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45,18-23,0-0.34
570,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53,18-23,0-0.34
571,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40,18-23,0-0.34
572,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17,0-5,0-0.34
573,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5,0-5,0-0.34
574,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10,0-5,0-0.34
575,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1,0-5,0-0.34
576,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8,6-11,0-0.34
577,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30,6-11,0-0.34
578,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72,6-11,0-0.34
579,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58,6-11,0-0.34
580,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28,6-11,0-0.34
581,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41,6-11,0-0.34
582,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,12-17,0-0.34
583,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47,12-17,0-0.34
584,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36,12-17,0-0.34
586,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36,12-17,0-0.34
587,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26,12-17,0-0.34
588,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24,12-17,0-0.34
589,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84,12-17,0-0.34
590,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104,18-23,0-0.34
591,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,18-23,0-0.34
592,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,18-23,0-0.34
593,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,18-23,0-0.34
